dlga_start:mutiny_pretalk_1|مهلا {playername} ، نريد أن نخبرك شيئا .... ^ الفتيان هنا يشتكون! تريد متعة أكثر، وطواف أقل.
dlga_mutiny_pretalk_1:mutiny_pretalk_2|عودو إلى صفوفكم، أيتها الحشرات! نحن في حرب وأنا قائدكم.
dlga_mutiny_pretalk_2:close_window|كما تريد، أيها القائد. كما تريد...
dlga_start:mutiny_talk_1|مهلا، أيها القائد. هل تعلم ماذا... الفتيان هنا ليست سعيدة، ليست سعيدة على الإطلاق. ^ليس هناك مايكفي من لحم البشر ولا من المرح. الفتيان لا يتحدثون إليك جيدا كفاية، أيها القائد.
dlga_mutiny_talk_1:mutiny_talk_2|ماذا؟ تمرد فى الحرب؟ ^هذا يعاقب عليه بالاعدام، أيتها الحشرات.
dlga_mutiny_talk_2:close_window|هل تعلم ماذا... الفتيان هنا يظنون بأني سأكون قائدا أفضل بعد أن أقتلك!
dlga_start:troll_introduce_1|مشكلة؟
dlga_start:troll_talk_1|هل أنت غاضب؟
dlga_troll_introduce_1:troll_goodbye|أوه! قزم يتكلم؟!
dlga_troll_introduce_1:close_window|أنا أملك حصاناً.
dlga_troll_talk_1:troll_talk_2|تقزم على.قزم.
dlga_troll_talk_1:close_window|أنا أملك حصاناً.
dlga_troll_talk_2:troll_talk_3|قبلت التحدي!^^{s4}
; dlga_troll_beaten:troll_talk_1|أنحني لحكمتك، يا سيد إغراء القزمات!
dlga_troll_goodbye:close_window|قززززززززززززم!
dlga_start:hobbit_merry_talk_met|اهلا بك مرة اخرى , {playername}!
dlga_start:hobbit_pippin_talk_met|اهلا بك مرة اخرى , {playername}!
dlga_start:hobbit_general_talk_1|مرحباً، {sir/madam}! أنا إسمي ميريادوك برانديبك ولكن يمكنك مناداتي بميري!
dlga_start:hobbit_general_talk_1.1|مرحباً، {sir/madam}! أنا إسمي بيريجرِن توك لكن يمكنك مناداتي بــبـيـبـين!
dlga_hobbit_general_talk_1:close_window|ليس لدى وقت الآن.
dlga_hobbit_general_talk_1:hobbit_general_talk_first_met|ظننت أني لن أجد شخص مثلك.
dlga_hobbit_general_talk_1:hobbit_general_talk_second_met|ظننت أني التقيت شخصا آخر يشبهك، في إيدوراس.
dlga_hobbit_general_talk_1:hobbit_general_talk_second_met.1|ظننت أني التقيت شخصا آخر يشبهك، في ميناس تيريت.
dlga_hobbit_general_talk_first_met:hobbit_general_talk_3|أعلم. لقد جئت من بعيد! فأنا هوبيت، {sir/madam}, من شاير.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_ask|اوه, من الممكن كان ذلك قريبي! بيرسجرن توك, او ببيبين, كيف ينادونه. نحن الهوبيت,{sir/madam}, ولقد أتينا من الشاير, جميعنا! بيبين الطيب, اتسائل ماذا يفعل في ميناس تيرث.
dlga_hobbit_general_talk_second_met:hobbit_general_talk_ask.1|اوه, من الممكن كانت تلك قريبتي! ماريادوك برانديبوك, او ميري, كيف كان ينادونه. نحن الهوبيت, {sir/madam}, ولقد أتينا من الشاير, نحن الاثنان! ميري الطيبة, اتسائل ماذا تفعل في إيدوراس.
; dlga_hobbit_general_talk_ask:hobbit_general_talk_ask_1|هل لي أن أطلب منك معروفاً، يا {my lord/my lady}؟
; dlga_hobbit_general_talk_ask_1:hobbit_general_talk_ask_2|بالطبع، {s1}. ما هو؟
; dlga_hobbit_general_talk_ask_2:hobbit_general_talk_ask_3|هل يمكنك توصيل رسالة إلى ابن عمي، {s1}؟ إنه موجود في {s2}، في {s3}، في خدمة {s4}.
; dlga_hobbit_general_talk_ask_3:hobbit_general_talk_ask_accept|سأمر بـ {s1} وسيسعدني توصيل هذه الرسالة إلى ابن عمك.
; dlga_hobbit_general_talk_ask_3:hobbit_general_talk_ask_reject|أنا آسف، {s1}، لكن ليس لدي الوقت.
dlga_hobbit_general_talk_ask_accept:close_window|شكرا! {s1}
; dlga_hobbit_general_talk_ask_reject:hobbit_general_talk_3|أتفهم الأمر. سأرسلها مع القافلة التالية إلى {s1} إذن.
dlga_hobbit_general_talk_3:close_window|حسناً، وداعاً الان.
dlga_start:hobbit_merry_talk_met.1|أهلاً بعودتك، {playername}!
dlga_start:hobbit_pippin_talk_met.1|أهلاً بعودتك، {playername}!
; dlga_hobbit_merry_talk_met:hobbit_deliver_message|مرحباً، سيد ميري. لدي رسالة هنا من ابن عمك، بيبين، في ميناس تيريث.
; dlga_hobbit_pippin_talk_met:hobbit_deliver_message|مرحباً، سيد بيبين. لدي رسالة هنا من ابن عمك، ميري، في إيدوراس.
; dlga_hobbit_deliver_message:close_window|شكراً لك، {playername}. كان من الجيد منك أن تحضرها لي.
; dlga_hobbit_merry_talk_met:close_window|مرحباً، سيد ميري.
; dlga_hobbit_pippin_talk_met:close_window|مرحباً، سيد بيبين.
; dlga_start:treebeard_introduce_1|(تجد نفسك تنظر إلى مخلوق استثنائي للغاية. إنه طويل القامة للغاية وأطرافه صلبة وله جلد يشبه اللحاء وشعر مورق. يغطي الطحلب أيضًا أجزاء من جسده. لكنك في هذه اللحظة لا تلاحظ سوى عينيه. العينان العميقتان تمسحانك، ببطء وجلال ولكنها حادة جدًا ونافذة. تظن أنهما بنيتان، مخلوطتان بضوء أخضر، كما لو كان خلفهما بئر هائل، مليء بعصور من الذاكرة والتفكير الطويل والبطيء والثابت. لكن على السطح، عيناه تتألقان بالحاضر... مثل الشمس التي تلمع على الأوراق الخارجية لشجرة ضخمة، أو تموجات بحيرة عميقة جدًا.)
; dlga_treebeard_introduce_1:treebeard_introduce_2|(أنت على وشك أن تقول شيئًا لكن شعورًا غريبًا بالاختناق يهبط عليك، كما لو كان الهواء رقيقًا جدًا أو شحيحًا جدًا للتنفس... مع شهيق هواء شبه يائس، تتمكن من التخلص من هذا الشعور ويهدأ المخلوق الشجري الضخم من حدة نظره قليلاً. يستمر المخلوق في النظر إليك وتلاحظ أن المخلوقات الشجرية الضخمة الأخرى تراقبك أيضًا، وكأنها تتوقع منك أن تتكلم...)
; dlga_treebeard_introduce_2:treebeard_introduce_3|أعذرني على اقتحامي... أنا مجرد مسافر متعب يبحث عن ملاذ من الأحداث الأخيرة... اسمي {playername}. هل لي أن أسأل من أنت؟
; dlga_treebeard_introduce_3:treebeard_introduce_4|(يفتح العملاق الشجري ذو الأطراف الصلبة فمه ببطء المخبأ خلف الأغصان الصغيرة والأوراق والطحلب. بصوت عميق جدًا وبطيء ومدوي، يشرح ببطء شديد وبطريقة آمرة للغاية:)^ 'هررروم... هممم... *أنا* لن أخبرك باسمي... ليس بعد على أي حال. أولاً، سيستغرق ذلك وقتًا طويلاً. اسمي في نمو دائم وقد عشت وقتًا طويلاً جدًا؛ لذا فإن اسمي يشبه القصة. الأسماء الحقيقية تخبرك بقصة الأشياء التي تنتمي إليها في لغتي، في لغة الإنت القديمة كما قد تقول. إنها لغة جميلة، لكن قول أي شيء فيها يستغرق وقتًا طويلاً جدًا، لأننا لا نقول أي شيء فيها، إلا إذا كان يستحق وقتًا طويلاً ليقول، ويُستمع إليه.'
; dlga_treebeard_introduce_4:treebeard_introduce_5|أوه، أنت إنت! تتحدث الأساطير عنك وأنا أشرف بوجودي بين يديك. لا أرغب في فرض نفسي وسأغادر إذا كنت ترغب في ذلك.
; dlga_treebeard_introduce_5:treebeard_questtalk|(يقف العملاق ذو الأطراف الصلبة ورفاقه من الإنت صامتين لعدة دقائق بينما يمر نسيم عبر شعورهم وأوراق لحاهم. ينظرون إلى بعضهم البعض للحظة أخرى مطولة حتى يبدو أن إنتًا سريعًا بشكل غير معتاد يشبه شجرة الروان يريد التحدث. ومع ذلك، يظل صامتًا حتى يستمر العملاق ذو الأطراف الصلبة في الحديث:)
