hint_1|白 手 不 該 過 分 相 信 肉 眼 ， 反 之 亦 然 。 
hint_2|戰 役 中 敵 人 的 身 分 、 援 助 的 對 象 、 以 及 戰  鬥 的 地 點  都 會 影 響 同 盟 國 是 否 會 注 意 到 你 的 戰 役 ， 甚 至 感 謝 你 的 貢 獻 。 
hint_3|童 子 軍 是 一 個 王 國 信 息 的 來 源 ， 把 俘 虜 拖 進  他們 的 地 牢 中 進 行 酷 刑 和 審 問 。 釋 放 俘 虜 們 ， 派 遣 童 子 軍 可 以 迷 惑 敵 人 。 
hint_4|請 記 得 ， 在 不 同 王 國 裡 你 會 有 不 同 數 量 的 資 源 ， 這 些 資 源 能 讓 你 在 該 王 國 內 獲 得 裝 備 及 軍 隊 補 給 。 
hint_5|王 國 的 軍 隊 的 潰 敗 是 不 可 挽 回 的 。 魔 多 可 以 不 經 歷 這 種 命 運 ， 但 是 如 果 它 的 軍 隊 力 量 被 牽 制 且 它 的 同 盟 都 被 擊 敗 的 話 戰 爭 就 會 結 束 。 
hint_6|需 要 清 醒 的 頭 腦 (INT)來 避 免 對 戒 靈 的 驚 慌 。 并 且 需 要 對 馬 匹 有 高 超 控 制 技 巧 來 防 止 座 駕 的 恐 慌 。 
hint_7|你 可 以 在 大 地 圖 中 通 過 按 空 白 鍵 休 息 。 不 過 ， 受 傷 的 士 兵 會 在 城 市 裡 休 息 時 恢 復 的 更 快 。 
hint_8|在 物 品 視 窗 中 ， 按 住 Ctrl鍵 不 放 再 點 滑 鼠 左 鍵 可 以 快 速 索 取 /給 予 物 品 。 
hint_9|你 可 以 按 下 Tab鍵 就 能 直 接 離 開 任 何 地 方 ， 而 戰 鬥 中 按 Backspace鍵 可 以 打 開 指 令  界 面 。 
hint_10|動 物 在 靠 近 巨  魔 與 歐 羅 海 時 會 陷 入 恐 慌 。 當 心 ！ 
hint_11|人 力 對 於 一 個 派 系 是 一 種 很 重 要 的 資 源 ： 帶 走 士 兵 並 讓 其 歸 入 你 的 旗 下 會 消 費 該 派 系 的 資 源 點 。 
hint_12|你 可 以 在 戰 鬥 中 下 達 命 令 給 你 的 部 隊 。 你 可 以 通 過 按 shift鍵 來 縮 放 以 瞄 準 遠 距 離 的 敵 人 。 
