p_town_minas_tirith|米 那 斯 提 力 斯 
p_town_pelargir|佩 拉 格 
p_town_linhir|林 希 爾 
p_town_dol_amroth|多 爾 安 姆 羅 斯 
p_town_edhellond|艾 德 西 隆 得 
p_town_lossarnach|羅 蕯 那 奇 
p_town_tarnost|塔 洛 斯 
p_town_erech|伊 瑞 奇 
p_town_pinnath_gelin|皮 那 斯 傑 林 
p_town_west_osgiliath|西 奧 斯 吉 力 亞 斯 
p_town_henneth_annun|落 日 之 窗 
p_town_cair_andros|凱 爾 安 卓 斯 島 
p_town_calembel|卡 倫 貝 爾 
p_town_edoras|伊 多 拉 斯 
p_town_aldburg|奧 德 博 格 
p_town_hornburg|號 角 堡 
p_town_east_emnet|東 洛 汗 
p_town_westfold|西 谷 
p_town_west_emnet|西 洛 汗 
p_town_eastfold|東 谷 
p_town_morannon|莫 拉 農 
p_town_minas_morgul|米 那 斯 魔 窟 
p_town_cirith_ungol|半 獸 人 巡 邏 營 地 
p_town_east_osgiliath|東 奧 斯 吉 力 亞 斯 
p_town_orc_sentry_camp|半 獸 人 崗 哨 營 地 
p_town_isengard|艾 辛 格 
p_town_urukhai_outpost|強 獸 人 前 哨 
p_town_urukhai_h_camp|強 獸 人 狩 獵 營 地 
p_town_urukhai_r_camp|強 獸 人 河 流 營 地 
p_town_caras_galadhon|卡 拉 斯 加 拉 頓 
p_town_cerin_dolen|瑟 林 朵 蓮 
p_town_cerin_amroth|瑟 林 安 羅 斯 
p_town_thranduils_halls|瑟 蘭 督 伊 的 廳 堂 
p_town_woodelf_camp|木 精 靈 營 地 
p_town_woodelf_west_camp|木 精 靈 西 營 地 
p_town_woodsmen_village|樵 夫 村 莊 
p_town_beorning_village|波 寧 村 莊 
p_town_beorn_house|比 翁 之 家 
p_town_moria|摩 瑞 亞 大 門 
p_town_troll_cave|巨 魔 洞 穴 
p_town_dale|河 谷 鎮 
p_town_esgaroth|長 湖 鎮 
p_town_dunland_camp|登 蘭 德 人 營 地 
p_town_harad_camp|哈 拉 德 人 營 地 
p_town_khand_camp|侃 德 營 地 
p_town_umbar_camp|海 盜 營 地 
p_town_imladris_camp|瑞 文 戴 爾 營 地 
p_town_dol_guldur|多 爾 哥 多 
p_town_dol_guldur_north_outpost|多 爾 哥 多 北 方 前 哨 
p_town_rhun_main_camp|盧 恩 主 營 地 
p_town_rhun_south_camp|盧 恩 南 方 前 哨 
p_town_rhun_north_camp|盧 恩 北 方 前 哨 
p_town_gundabad|剛 達 巴 
p_town_gundabad_ne_outpost|剛 達 巴 東 北 前 哨 
p_town_gundabad_nw_outpost|剛 達 巴 西 北 前 哨 
p_town_goblin_north_outpost|半 獸 人 北 方 前 哨 
p_town_goblin_south_outpost|半 獸 人 南 方 前 哨 
p_town_gundabad_m_outpost|剛 達 巴 幽 暗 密 林 前 哨 
p_town_erebor|孤 山 
p_town_ironhill_camp|鐵 丘 陵 採 石 場 
p_advcamp_gondor|剛 鐸 前 線 營 地 
p_advcamp_rohan|洛 汗 前 線 營 地 
p_advcamp_isengard|艾 辛 格 前 線 營 地 
p_advcamp_mordor|魔 多 前 線 營 地 
p_advcamp_harad|哈 拉 德 前 線 營 地 
p_advcamp_rhun|盧 恩 前 線 營 地 
p_advcamp_khand|侃 德 前 線 營 地 
p_advcamp_umbar|昂 巴 前 線 營 地 
p_advcamp_lorien|羅 斯 洛 立 安 前 線 營 地 
p_advcamp_imladris|瑞 文 戴 爾 前 線 營 地 
p_advcamp_woodelf|幽 暗 密 林 前 線 營 地 
p_advcamp_moria|摩 瑞 亞 前 線 營 地 
p_advcamp_guldur|多 爾 哥 多 前 線 營 地 
p_advcamp_gundabad|剛 達 巴 前 線 營 地 
p_advcamp_dale|河 谷 鎮 前 線 營 地 
p_advcamp_dwarf|孤 山 前 線 營 地 
p_advcamp_dunland|登 蘭 德 前 線 營 地 
p_advcamp_beorn|波 寧 前 線 營 地 
p_argonath|亞 苟 那 斯 
p_argonath2|亞 苟 那 斯 
p_hand_isen|艾 辛 格 白 掌 
p_mount_doom|歐 洛 都 因 
p_town_barad_dur|巴 拉 多 
p_ford_cair_andros1|安 都 因 河 
p_ford_cair_andros2|安 都 因 河 
p_ford_caras_galadhon|安 都 因 河 
p_ford_brown_lands|安 都 因 河 
p_ford_rauros|安 都 因 河 
p_ford_pelargir|安 都 因 河 
p_ford_edhellond|安 都 因 河
p_ford_cerin_dolen|銀 流 河 
p_old_ford|老 渡 口 
p_ford_erech|林 羅 河 
p_ford_isen1|艾 辛 河 
p_ford_isen2|艾 辛 河 
p_ford_rohan|樹 沐 河 
p_ford_rohan2|樹 沐 河 
p_ford_fangorn|樹 沐 河 
p_ford_fangorn2|林 萊 河 
p_ford_moria|銀 流 河 
p_legend_amonhen|阿 蒙 漢 山 脈 
p_legend_deadmarshes|死 亡 沼 澤 
p_legend_mirkwood|幽 暗 密 林 
p_legend_fangorn|法 貢 樹 人 會 議 
; p_ring_hunter_lair|Ring Hunters Lair
; p_raft|Raft Men
p_ancient_ruins|古 代 遺 跡 
